name,facts,description,icon,type,weapon_type,professions,slot,flags,id,chat_link
Scavenger Burst,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|900|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|3|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|2.5|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/B47BF5803FED2718D7474EAF9617629AD068EE10/102849.png|5|Burning|Deals damage every second; stacks intensity.|2|Endurance per Target|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|5|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/D4AB6401A6D6917C3D4F230764452BCCE1035B0D/1012835.png|4|Quickness|Skills and actions are faster.|1|Quickness Increase per Target Struck|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240,"Legendary Alliance. Unleash your rage at foes in the area, gaining boons and endurance for each foe struck.",https://render.guildwars2.com/file/635D6297B7471B050BC8774CB708C590DF06DEBC/2491619.png,Utility,None,Revenant,Utility,,62841,[&Bnn1AAA=]
Air Sphere,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|15|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/96D90DF84CAFE008233DD1C2606A12C1A0E68048/102842.png|1|Fury|Critical chance increased; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/D4AB6401A6D6917C3D4F230764452BCCE1035B0D/1012835.png|1|Quickness|Skills and actions are faster.|1|Combo Field|ComboField|https://render.guildwars2.com/file/59E0DB6A699810641C959926ADFEF73E08CC255B/156655.png|Lightning|Interval|Time|https://render.guildwars2.com/file/B75E91EB22E0DFCC1D08030204055946506D56F6/1770206.png|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.35|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.01|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,"Throw your sphere, creating a combo field and granting boons to allies within range based on your active attunement.",https://render.guildwars2.com/file/9875EAC10F3A93F8EF4BC40204806C6172E14494/2141735.png,,,,,,62842,[&Bnr1AAA=]
Cleansing Typhoon,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|25|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.5|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|3|Initial Conditions Removed|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|2|Conditions Removed per Hit|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|1|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|100|Whirl,"Cleanse conditions from yourself, then strike nearby foes. Cleanse an additional condition for each target struck.",https://render.guildwars2.com/file/14B9C705D8A901E0425663521CCE6B78DF1D410F/2491591.png,Weapon,Hammer,Elementalist,Weapon_5,NoUnderwater,62843,[&Bnv1AAA=]
Unseen Sword,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|4|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.2|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/15AA251708A19EC6E1CBA4B208D7502797C9D111/2604722.png|5|Positive Flow|Gain flow per second.|1,"After a delay, deliver a circular attack to foes around you. Increases flow rate if it hits.",https://render.guildwars2.com/file/6003B9BAF49D80F30D13E40453C145BF1159572B/103017.png,,,,,,62847,[&Bn/1AAA=]
((996787)),Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|300|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|8|((996198))|Number|https://render.guildwars2.com/file/1BA1F3645206FB4BE92C5AD6326054250DC7D0DB/1770205.png|30|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|5|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,((996108)),https://render.guildwars2.com/file/7E57E419ADBB0D0FCD47FC99FDE43234232E0D06/1770647.png,Profession,None,Warrior,Profession_2,,62857,[&Bon1AAA=]
Imperial Impact,Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|2|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.625|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.5|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/28C4EC547A3516AF0242E826772DA43A5EAC3DF3/102839.png|2|Chilled|Movement speed decreased by 66%; skill cooldown increased by 66%; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|9|Might|Increased outgoing damage; stacks intensity.|5|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/CD77D1FAB7B270223538A8F8ECDA1CFB044D65F4/102834.png|4|Protection|Incoming strike damage decreased by 33%; stacks duration.|1|Boon Duration Increase|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Number of Allied Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,"Drop from above, delivering a powerful attack to enemies while granting boons to allies.",https://render.guildwars2.com/file/955F334FAA12550A15127A6200CB7BDE4D41BD0A/2491538.png,,,,,,62859,[&Bov1AAA=]
Sheathe Gunsaber,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|10,Put your gunsaber away and return to your normal weapon set. Changes to your weapon recharge rate affect this skill.,https://render.guildwars2.com/file/21C87D14E3A3C298C909A003614102F0FA48979A/2491644.png,Profession,None,Warrior,Profession_1,,62861,[&Bo31AAA=]
Chilling Crack,Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.2|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/28C4EC547A3516AF0242E826772DA43A5EAC3DF3/102839.png|2|Chilled|Movement speed decreased by 66%; skill cooldown increased by 66%; stacks duration.|1|Range|Number|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130,Crack the ground to chill your foes.,https://render.guildwars2.com/file/4DC67D26F6130171F50398B50009AA321D9E1830/2491572.png,Weapon,Hammer,Elementalist,Weapon_1,NoUnderwater,62862,[&Bo71AAA=]
Stream Strike,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.5|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,Chain. Strike your foe with a watery blow.,https://render.guildwars2.com/file/D8231F47FCFDD867032FFC79F5C21C0B750A99C0/2491570.png,Weapon,Hammer,Elementalist,Weapon_1,NoUnderwater,62865,[&BpH1AAA=]
Grand Finale,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|800|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|15|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/B47BF5803FED2718D7474EAF9617629AD068EE10/102849.png|5|Burning|Deals damage every second; stacks intensity.|2|Apply Buff/Condition|https://render.guildwars2.com/file/0EEEDE3EC37F7A6E1BC9BE20B69E3B2C09F5072F/2491582.png|Flame Wheel|Increased outgoing damage.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/3A394C1A0A3257EB27A44842DDEEF0DF000E1241/102850.png|10|Vulnerability|Damage and condition damage taken are increased; stacks intensity.|6|Apply Buff/Condition|https://render.guildwars2.com/file/4CEE16E97EF99A6C4DEF356CE8650DB73B062A04/2491583.png|Icy Coil|Reduced incoming condition damage.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/6CB0E64AF9AA292E332A38C1770CE577E2CDE0E8/102853.png|5|Weakness|Endurance regeneration decreased by 50%. 50% of hits are Glancing Blows (50% damage). Stacks duration.|1|Apply Buff/Condition|https://render.guildwars2.com/file/A1154443E7FB75409FC77711E50D186D449670CF/2491579.png|Crescent Wind|Increased critical chance.|Apply Buff/Condition|PrefixedBuff|https://render.guildwars2.com/file/79FF0046A5F9ADA3B4C4EC19ADB4CB124D5F0021/102848.png|5|Bleeding|Deals damage every second; stacks intensity.|4|Apply Buff/Condition|https://render.guildwars2.com/file/CF074C005D9E2B231B9260140C05201EDAFCB66D/2491581.png|Rocky Loop|Reduced incoming strike damage.|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Pierces|NoData|https://render.guildwars2.com/file/F833590B593E0C2D4948DFFE9951B91655250052/1770207.png|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|100|Projectile,Redirect any active circular projectiles toward your target.,https://render.guildwars2.com/file/41D40EDB66D0CC0A73F405630803D2D600CABCCE/2491580.png,Weapon,Hammer,Elementalist,Weapon_3,NoUnderwater,62876,[&Bpz1AAA=]
Reaver's Rage,"Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|10|StunBreak|StunBreak|https://render.guildwars2.com/file/DCF0719729165FD8910E034CA4E0780F90582D15/156654.png|true|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|2.22|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/3D3A1C2D6D791C05179AB871902D28782C65C244/415959.png|1|Stability|Cannot be knocked down, pushed back, pulled, launched, stunned, dazed, floated, sunk, feared, or taunted.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/3D3A1C2D6D791C05179AB871902D28782C65C244/415959.png|6|Stability|Cannot be knocked down, pushed back, pulled, launched, stunned, dazed, floated, sunk, feared, or taunted.|1|Daze|Time|https://render.guildwars2.com/file/9AE125E930C92FEA0DD99E7EBAEDE4CF5EC556B6/433474.png|2|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240","Legendary Alliance. Break stun and attack nearby enemies, gaining stability for each target struck.",https://render.guildwars2.com/file/0904BEED310DD2D00FC8EF5F980F4F3248075325/2491618.png,Utility,None,Revenant,Utility,,62878,[&Bp71AAA=]
Earth Sphere,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|15|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.35|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.01|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/CD77D1FAB7B270223538A8F8ECDA1CFB044D65F4/102834.png|1|Protection|Incoming strike damage decreased by 33%; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/CD77D1FAB7B270223538A8F8ECDA1CFB044D65F4/102834.png|1|Protection|Incoming strike damage decreased by 33%; stacks duration.|1|Combo Field|ComboField|https://render.guildwars2.com/file/59E0DB6A699810641C959926ADFEF73E08CC255B/156655.png|Poison|Interval|Time|https://render.guildwars2.com/file/B75E91EB22E0DFCC1D08030204055946506D56F6/1770206.png|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240,"Throw your sphere, creating a combo field and granting boons to allies within range based on your active attunement.",https://render.guildwars2.com/file/9875EAC10F3A93F8EF4BC40204806C6172E14494/2141735.png,,,,,,62881,[&BqH1AAA=]
Surging Flames,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|600|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|8|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.8|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/B47BF5803FED2718D7474EAF9617629AD068EE10/102849.png|9|Burning|Deals damage every second; stacks intensity.|1|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,Sweep your hammer forward to send flames rushing at your enemies.,https://render.guildwars2.com/file/D81EC0403633577CF616284B16E8607F9DCFAF01/2491577.png,Weapon,Hammer,Elementalist,Weapon_2,NoUnderwater,62884,[&BqT1AAA=]
Crescent Wind,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|18|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/A1154443E7FB75409FC77711E50D186D449670CF/2491579.png|15|Crescent Wind|Increased critical chance.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/6CB0E64AF9AA292E332A38C1770CE577E2CDE0E8/102853.png|2|Weakness|Endurance regeneration decreased by 50%. 50% of hits are Glancing Blows (50% damage). Stacks duration.|1|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.001|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,"Summon a projectile of air that circles around you, damaging foes. While this projectile is active, your chance to critically strike is increased. Summoning a circular projectile refreshes the duration of all other circular projectiles.",https://render.guildwars2.com/file/A1154443E7FB75409FC77711E50D186D449670CF/2491579.png,Weapon,Hammer,Elementalist,Weapon_3,NoUnderwater,62887,[&Bqf1AAA=]
Legendary Alliance Stance,,Invoke the power of the legendary champions Archemorus and Saint Viktor.,https://render.guildwars2.com/file/E1910F4C5C74E0B00AB262D2D3DBA3FB51BE90CA/2491626.png,Profession,None,Revenant,Profession_1,,62891,[&Bqv1AAA=]
Phantom's Onslaught,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|900|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|8|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.6|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.33|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.18|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/28C4EC547A3516AF0242E826772DA43A5EAC3DF3/102839.png|3|Chilled|Movement speed decreased by 66%; skill cooldown increased by 66%; stacks duration.|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,"Rush toward your opponent, cleaving the area.",https://render.guildwars2.com/file/59BA7946071713ECA0490726710D29E26FEB62FA/2491617.png,Weapon,Greatsword,Revenant,Weapon_3,NoUnderwater,62895,[&Bq/1AAA=]
Tactical Reload,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|30|Ammo Reloaded|Number|https://render.guildwars2.com/file/B4490FB81AA1E7C06F1B22056AE09A0F54CBE2C4/1770201.png|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/B106D2281F245403F23CD2C2E766D39A05400916/2491632.png|10|Tactical Reload|Your next Dragon Trigger charges more quickly.|1|Additional Charges per Interval|Number|https://render.guildwars2.com/file/B4490FB81AA1E7C06F1B22056AE09A0F54CBE2C4/1770201.png|1,Armament. Reload ammo on all of your bladesworn skills. Your next Dragon Trigger generates more charges per interval.,https://render.guildwars2.com/file/B106D2281F245403F23CD2C2E766D39A05400916/2491632.png,Elite,None,Warrior,Elite,,62901,[&BrX1AAA=]
Molten End,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|25|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|2|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|10|Might|Increased outgoing damage; stacks intensity.|6|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/96D90DF84CAFE008233DD1C2606A12C1A0E68048/102842.png|6|Fury|Critical chance increased; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|10|Might|Increased outgoing damage; stacks intensity.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/96D90DF84CAFE008233DD1C2606A12C1A0E68048/102842.png|1|Fury|Critical chance increased; stacks duration.|1|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|100|Blast,"Slam your hammer into the ground, damaging nearby enemies. If this strikes a burning enemy, gain offensive boons.",https://render.guildwars2.com/file/B4EB30B7559BAEB905DC2E45979A9F46EF9F6167/2491590.png,Weapon,Hammer,Elementalist,Weapon_5,NoUnderwater,62910,[&Br71AAA=]
